Product_Name,Clause_Name,Chapter,Article,Subsection,Full_Content,Page
direct_woman3.0_03,보통약관,제7관. 분쟁조정 등,제7조(회사의 보장개시),empty,"제1절. 공통조항 제22조(제1회 보험료 및 회사의 보장개시)에도 불구하고 이 보장의 보장개시일은 계약일 부터 그 날을 포함하여 90일이 지난 날의 다음날로 합니다. [보장개시일 예시] <img alt=""[contents]계약일 보장개시일 90일 2024년 4월 10일 2024년 7월 9일[/contents]"" src=""api/v1/file/result/doc?docResultPath=direct_woman3.0_03.pdf/v1/direct_woman3.0_03.pdf/./figures/direct_woman3.0_03_page74_paragraph22_figure.jpg""/> ",74
direct_woman3.0_03,보통약관,제7관. 분쟁조정 등,제8조(보험료의 납입을 연체하여 해지된 계약의 부활(효력회복)),empty,해지계약을 부활(효력회복)하는 경우 제1절. 공통조항 제26조(보험료의 납입을 연체하여 해지된 계약 의 부활(효력회복))를 따릅니다. 제1항에 따라 부활(효력회복)하는 경우의 보장개시일은 부활(효력회복)일부터 그 날을 포함하여 90일 이 지난 날의 다음날로 합니다.  한화 다이렉트 시그니처 여성 건강보험3.0 무배당 1. 상해관련 특별약관   1-0. 상해관련 특별약관 공통조항,74
direct_woman3.0_03,1. 상해관련 특별약관,empty,제1조(목적),empty,이 상해보장 공통조항은 계약자와 회사 사이에 피보험자의 상해에 대한 위험을 보장하기 위하여 체결됩니 다. ,77
direct_woman3.0_03,1. 상해관련 특별약관,empty,제2조(보험금을 지급하지 않는 사유),empty,"회사는 다음 중 어느 하나의 사유로 보험금 지급사유가 발생한 때에는 보험금을 지급하지 않습니다. 1. 피보험자가 고의로 자신을 해친 경우. 다만, 피보험자가 심신상실 등으로 자유로운 의사결정을 할 수 없는 상태에서 자신을 해친 경우에는 보험금을 지급합니다. 2. 보험수익자가 고의로 피보험자를 해친 경우. 다만, 그 보험수익자가 보험금의 일부 보험수익자인 경우에는 다른 보험수익자에 대한 보험금은 지급합니다. 3. 계약자가 고의로 피보험자를 해친 경우 4. 피보험자의 임신, 출산(제왕절개를 포함합니다), 산후기(단, 보장개시일부터 2년이 지난 후에 발생한 습관성 유산, 불임 및 인공수정 관련 합병증으로 인한 경우는 제외). 그러나 회사가 보장하는 보험 금 지급사유에는 보험금을 지급합니다. [습관성 유산, 불임 및 인공수정 관련 합병증] 한국표준질병·사인분류상의 N96~N98에 해당하는 질병을 말합니다. 5. 전쟁, 외국의 무력행사, 혁명, 내란, 사변, 폭동 회사는 다른 약정이 없는 한 피보험자가 직업, 직무 또는 동호회 활동목적으로 아래에 열거된 행위로 인하여 상해 관련 보험금 지급사유가 발생한 때에는 보험금을 지급하지 않습니다. 1. 전문등반(전문적인 등산용구를 사용하여 암벽 또는 빙벽을 오르내리거나 특수한 기술, 경험, 사전훈 련을 필요로 하는 등반을 말합니다), 글라이더 조종, 스카이다이빙, 스쿠버다이빙, 행글라이딩, 수상 보트, 패러글라이딩 2. 모터보트, 자동차 또는 오토바이에 의한 경기, 시범, 흥행(이를 위한 연습을 포함합니다) 또는 시운 전(다만, 공용도로상에서 시운전을 하는 동안 보험금 지급사유가 발생한 경우에는 보험금을 지급합 니다) 3. 선박에 탑승하는 것을 직무로 하는 사람의 직무상 선박탑승 ",77
direct_woman3.0_03,1. 상해관련 특별약관,empty,제3조(상해보험계약 후 알릴 의무),empty,"계약자 또는 피보험자는 보험기간 중에 피보험자에게 다음 각 호의 변경이 발생한 경우에는 우편, 전 화, 방문 등의 방법으로 지체없이 회사에 알려야 합니다. 1. 보험증권 등에 기재된 직업 또는 직무의 변경 가. 현재의 직업 또는 직무가 변경된 경우 나. 직업이 없는 자가 취직한 경우 다. 현재의 직업을 그만둔 경우 [직업] 1) 생계유지 등을 위하여 일정한 기간동안(예 : 6개월 이상) 계속하여 종사하는 일 2) 1)에 해당하지 않는 경우에는 개인의 사회적 신분에 따르는 위치나 자리를 말함 예) 학생, 미취학아동, 무직 등 [직무] 직책이나 직업상 책임을 지고 담당하여 맡은 일 2. 보험증권 등에 기재된 피보험자의 운전 목적이 변경된 경우 예) 자가용에서 영업용으로 변경, 영업용에서 자가용으로 변경 등 3. 보험증권 등에 기재된 피보험자의 운전여부가 변경된 경우 예) 비운전자에서 운전자로 변경, 운전자에서 비운전자로 변경 등 4. 이륜자동차 또는 원동기장치 자전거(전동킥보드, 전동이륜평행차, 전동기의 동력만으로 움직일 수 있는 자전거 등 개인형 이동장치를 포함)를 계속적으로 사용(직업, 직무 또는 동호회 활동과 출퇴 근용도 등으로 주로 사용하는 경우에 한함)하게 된 경우(다만, 전동휠체어, 의료용 스쿠터 등 보행  보조용 의자차는 제외합니다.) 회사는 제1항의 통지로 인하여 위험의 변동이 발생한 경우에는 보통약관 제1절. 공통조항 제19조(계 약내용의 변경 등)에 따라 계약내용을 변경할 수 있습니다. [위험변경에 따른 계약변경 절차] <img alt=""[contents]위험변경사항 통지(우편, 전화, 방문 등) ↓ 계약자, 피보험자의 계약변경사항 확인 후 청약 ↓ 계약변경사항 인수 심사 ↓ 정산금액 처리(환급 또는 추가납입) ↓ 계약변경 완료[/contents]"" src=""api/v1/file/result/doc?docResultPath=direct_woman3.0_03.pdf/v1/direct_woman3.0_03.pdf/./figures/direct_woman3.0_03_page78_paragraph3_figure.jpg""/> 회사는 제2항에 따라 계약내용을 변경할 때 위험이 감소된 경우에는 보험료를 감액하고, 이후 기간 보 장을 위한 재원인 계약자적립액 등의 차이로 인하여 발생한 정산금액(이하 “정산금액”이라 합니다)을 환급하여 드립니다. 한편 위험이 증가된 경우에는 보험료의 증액 및 정산금액의 추가납입을 요구할 수 있으며, 계약자는 이를 납입하여야 합니다. 제1항의 통지에 따라 위험의 증가로 보험료를 더 내야 할 경우 회사가 청구한 추가보험료(정산금액을 포함합니다)를 계약자가 납입하지 않았을 때, 회사는 위험이 증가되기 전에 적용된 보험요율(이하 “변 경전 요율”이라 합니다)의 위험이 증가된 후에 적용해야 할 보험요율(이하 “변경후 요율”이라 합니다) 에 대한 비율에 따라 보험금을 삭감하여 지급합니다. 다만, 증가된 위험과 관계없이 발생한 보험금 지 급사유에 관해서는 원래대로 지급합니다. [비례보상 예시] 보험기간 중 직업의 변경으로 위험이 증가(상해급수 1급 → 2급)되었으나, 이를 회사에 알리지 않고 변경전 보험료를 계속 납입하던 중 상해사망 사고가 발생한 경우 ‧ 상해사망 가입금액 : 1억원 ‧ 상해사망 보험요율 : 1급 0.3, 2급 0.5 0.3 고객이 수령하는 상해사망 보험금 = 1억원 X 0.5 = 6천만원 계약자 또는 피보험자가 고의 또는 중대한 과실로 제1항 각 호의 변경사실을 회사에 알리지 않았을 경우 변경후 요율이 변경전 요율보다 높을 때에는 회사는 그 변경사실을 안 날부터 1개월 이내에 계 약자 또는 피보험자에게 제4항에 의해 보장됨을 통보하고 이에 따라 보험금을 지급합니다.",77
direct_woman3.0_03,1. 상해관련 특별약관,empty,제4조(알릴 의무 위반의 효과),empty,"회사는 아래와 같은 사실이 있을 경우에는 손해의 발생여부에 관계없이 회사가 별도로 정하는 방법에 따라 이 계약을 해지하거나 보장을 제한할 수 있습니다. 1. 계약자 또는 피보험자가 고의 또는 중대한 과실로 보통약관 제1절. 공통조항 제12조(계약 전 알릴 의무)를 위반하고 그 의무가 중요한 사항에 해당하는 경우 2. 계약자 또는 피보험자가 고의 또는 중대한 과실로 제3조(상해보험계약 후 알릴 의무) 제1항을 위 반하고 그 의무가 뚜렷한 위험의 증가와 관련된 경우 제1항 제1호에도 불구하고 다음 중 어느 하나에 해당하는 경우에는 회사는 계약을 해지하거나 보장을 제한할 수 없습니다. 1. 회사가 최초계약 체결 당시에 그 사실을 알았거나 과실로 인하여 알지 못하였을 때 2. 회사가 그 사실을 안 날부터 1개월 이상 지났을 때 또는 제1회 보험료를 받은 때부터 보험금 지급 사유가 발생하지 않고 2년(진단계약의 경우 질병에 대하여는 1년)이 지났을 때 3. 최초계약을 체결한 날부터 3년이 지났을 때 4. 계약자가 이 계약을 청약할 때 회사가 피보험자의 건강상태를 판단할 수 있는 기초자료(건강진단서 사본 등)에 따라 승낙한 경우에 그 기초자료에 이미 알린 내용을 원인으로 보험금 지급사유가 발생 하였을 때. 다만, 회사는 계약자 또는 피보험자가 회사에 제출한 기초자료의 내용 중 중요사항을  고의로 사실과 다르게 작성한 때에는 계약을 해지할 수 있습니다. 5. 보험설계사 등이 다음의 어느 하나에 해당하는 행위를 하였을 때. 다만, 보험설계사 등이 다음의 행위를 하지 않았더라도 계약자 또는 피보험자가 사실대로 고지하지 않거나 부실하게 고지했다고 인정되는 경우에는 계약을 해지할 수 있습니다. 가. 계약자 또는 피보험자에게 고지할 기회를 주지 않았을 때 나. 계약자 또는 피보험자가 사실대로 고지하는 것을 방해하였을 때 다. 계약자 또는 피보험자에게 사실대로 고지하지 않게 하였거나 부실하게 고지하도록 권유했을 때 제1항에 따라 계약을 해지하였을 때에는 보통약관 제1절. 일반 공통조항 제31조(해약환급금) 제1항에 따른 해약환급금을 계약자에게 지급하며, 제1항에 따라 보장을 제한한 경우에는 보통약관 제1절. 공통 조항 제19조(계약내용의 변경 등)을 따릅니다. 제1항 제1호에 따른 계약의 해지 및 보장의 제한이 보험금 지급사유 발생 후에 이루어진 경우에 회사 는 보험금을 지급하지 않으며, 계약 전 알릴 의무 위반사실(계약해지 등의 원인이 되는 위반사실을 구 체적으로 명시)뿐만 아니라 계약 전 알릴 의무가 중요한 사항에 해당되는 사유를 “반대증거가 있는 경 우 이의를 제기할 수 있습니다”라는 문구와 함께 계약자에게 서면 또는 전자문서 등으로 알려드립니 다. 회사가 전자문서로 안내하고자 할 경우에는 계약자에게 서면 또는 「전자서명법」 제2조 제2호(【부 록】 참조)에 따른 전자서명으로 동의를 얻어 수신확인을 조건으로 전자문서를 송신하여야 합니다. 계 약자의 전자문서 수신이 확인되기 전까지는 그 전자문서는 송신되지 않은 것으로 봅니다. 회사는 전자 문서가 수신되지 않은 것을 확인한 경우에는 서면(등기우편 등)으로 다시 알려드립니다. 제1항 제2호에 따른 계약의 해지가 보험금 지급사유 발생 후에 이루어진 경우에는 제3조(상해보험계 약 후 알릴 의무) 제4항 또는 제5항에 따라 보험금을 지급합니다. 제1항에도 불구하고 알릴 의무를 위반한 사실이 보험금 지급사유 발생에 영향을 미쳤음을 회사가 증 명하지 못한 경우에는 제4항 및 제5항에 관계없이 약정한 보험금을 지급합니다. 회사는 다른 보험가입내역에 대한 계약 전 알릴 의무 위반을 이유로 계약을 해지, 보장을 제한하거나 보험금 지급을 거절하지 않습니다. 보통약관 제1절. 공통조항 제26조(보험료의 납입을 연체하여 해지된 계약의 부활(효력회복))에 따라 이 계약이 부활(효력회복)된 경우에는 부활(효력회복)계약을 제2항의 최초계약으로 봅니다. 또한, 부활 (효력회복)이 여러차례 발생된 경우에는 각각의 부활(효력회복)계약을 최초계약으로 봅니다. [유의사항] 보험계약을 청약하면서 보험설계사에게 질병(예)고혈압)이 있다고만 얘기하였을 뿐, 청약서의 계약 전 알릴 사항에 아무런 기재도 하지 않을 경우에는 보험설계사에게 질병(예)고혈압) 병력을 얘기하였다고 하더라도 회사는 계약 전 알릴 의무 위반을 이유로 계약을 해지하고 보험금을 지급하지 않을 수 있습 니다. 계약 체결 전에 피보험자의 고지사항이 청약서에 제대로 기재되어 있는지 반드시 확인하시기 바 랍니다. 1-1. 상해중환자실입원비(1일이상10일한도) 특별약관",78
direct_woman3.0_03,1-1. 상해중환자실입원비(1일이상10일한도) 특별약관,empty,제1조(“입원”의 정의 및 장소),empty,"이 특별약관에서 “입원”이라 함은 의사, 치과의사 또는 한의사 면허를 가진 자(이하 “의사”라 합니다)에 의하여 치료가 필요하다고 인정된 경우로서 자택 등에서 치료가 곤란하여 「의료법」 제3조(의료기관) 제2 항(【부록】 참조)에서 규정한 국내의 병원 또는 의원에 입실하여 의사의 관리 하에 치료에 전념하는 것을 말합니다. ",79
direct_woman3.0_03,1-1. 상해중환자실입원비(1일이상10일한도) 특별약관,empty,제2조(“중환자실”의 정의),empty,"이 특별약관에서 “중환자실”이라 함은 「의료법 시행규칙」 [별표4](【부록】 참조)에 규정한 중환자실을 말 합니다. 단, 국외의 의료관련법에서 정한 의료기관은 제외합니다. ",79
direct_woman3.0_03,1-1. 상해중환자실입원비(1일이상10일한도) 특별약관,empty,제3조(보험금의 지급사유),empty,"회사는 피보험자가 이 특별약관의 보험기간 중에 상해의 직접 결과로써 생활기능 또는 업무능력에 지장을 가져와 중환자실에 입원하여 치료를 받은 경우에는 입원 첫날부터 입원 1일당 이 특별약관의 보험가입금 액을 상해중환자실입원비로 보험수익자에게 지급합니다. 다만, 상해중환자실입원비의 지급일수는 1회 입원 당 10일을 한도로 합니다. ",79
direct_woman3.0_03,1-1. 상해중환자실입원비(1일이상10일한도) 특별약관,empty,제4조(보험금 지급에 관한 세부규정),empty,"피보험자가 동일한 상해의 치료를 목적으로 2회 이상 입원한 경우에는 이를 계속입원으로 보아 입원 일수를 더합니다. 피보험자가 보장개시일 이후에 입원하여 치료를 받던 중 이 특별약관의 보험기간이 종료되었을 때에도 퇴원하기 전까지의 계속중인 입원기간에 대하여는 제3조(보험금의 지급사유)에 따라 보장합니다. 피보험자가 정당한 이유없이 입원기간 중에 의사의 지시를 따르지 않은 때에는 회사는 상해중환자실입 원비의 전부 또는 일부를 지급하지 않습니다. 제1항의 “계속입원”이라 함은 입원치료의 목적이 되었던 동일한 상해로 계속하여 입원하는 것을 말하 며, 병원 또는 의원을 이전하여 중환자실에 입원한 경우에도 동일한 상해의 직접적인 치료를 목적으로 입원한 경우에는 계속하여 입원한 것으로 보아 각 입원일수를 더합니다. 피보험자가 중환자실 이외의 병실에 입원하여 치료를 받던 중 중환자실로 이전하여 입원한 경우에는 이전하여 입원한 날부터 제3조(보험금의 지급사유)에 따라 보장합니다. 피보험자가 중환자실에 입원하여 치료를 받던 중 중환자실 이외의 병실로 이전하여 입원한 경우에는 중환자실의 마지막 입원일까지 제3조(보험금의 지급사유)에 따라 보장합니다. ",80
direct_woman3.0_03,1-1. 상해중환자실입원비(1일이상10일한도) 특별약관,empty,제5조(준용규정),empty,이 특별약관에서 정하지 않은 사항은 “1-1. 상해보장 공통조항”을 따르며 “1-1. 상해보장 공통조항”에서 정하지 않은 사항은 보통약관 제1절. 공통조항을 따릅니다. ,80
direct_woman3.0_03,1-1. 상해중환자실입원비(1일이상10일한도) 특별약관,empty,제1조(보험금의 지급사유),empty,1-2. 상해사망 특별약관 회사는 피보험자가 이 특별약관의 보험기간 중에 상해의 직접 결과로써 사망한 경우(질병으로 인한 사망 은 제외합니다)에는 이 특별약관의 보험가입금액을 사망보험금으로 보험수익자에게 지급합니다. ,80
direct_woman3.0_03,1-2. 상해사망 특별약관,empty,제2조(보험금 지급에 관한 세부규정),empty,"이 특별약관에서 “사망”이라 함은 보험기간에 다음 중 어느 하나의 사유가 발생한 경우를 포함합니다. 1. 실종선고를 받은 경우 : 법원에서 인정한 실종기간이 끝나는 때에 사망한 것으로 봅니다. 2. 관공서에서 수해, 화재나 그 밖의 재난을 조사하고 사망한 것으로 통보하는 경우 : 가족관계등록부 에 기재된 사망연월일을 기준으로 합니다. 「호스피스·완화의료 및 임종과정에 있는 환자의 연명의료결정에 관한 법률」(【부록】 참조)에 따른 연 명의료중단등결정 및 그 이행으로 피보험자가 사망하는 경우 연명의료중단등결정 및 그 이행은 제1조 (보험금의 지급사유) 사망의 원인 및 보험금 지급에 영향을 미치지 않습니다. ",80
direct_woman3.0_03,1-2. 상해사망 특별약관,empty,제3조(특별약관의 소멸),empty,"회사가 제1조(보험금의 지급사유)에서 정한 사망보험금을 지급한 경우, 그 지급사유가 발생한 때부터 이 특별약관은 소멸되며 이 특별약관의 계약자적립액과 미경과보험료를 지급하지 않습니다. 피보험자가 이 특별약관에서 보장하지 않는 사유로 사망하여 이 특별약관에서 규정하는 보험금 지급사 유가 더 이상 발생할 수 없는 경우에는 이 특별약관은 그 때부터 효력이 없습니다. 이 경우 회사는 「보험료 및 해약환급금 산출방법서」에 따라 그때까지 적립한 이 특별약관의 계약자적립액과 미경과보 험료를 계약자에게 지급합니다. 제2항의 계약자적립액과 미경과보험료 지급사유가 발생한 경우 계약자는 보통약관 제1절. 공통조항 제 6조(보험금의 청구) 제1항의 서류 중 계약자적립액과 미경과보험료 지급과 관련된 서류를 제출하고 계 약자적립액과 미경과보험료를 청구하여야 합니다. 계약자적립액과 미경과보험료 지급절차는 보통약관 제1절. 공통조항 제7조(보험금의 지급절차)의 규정을 따르며, 지급기일의 다음날부터 지급일까지의 기 간에 대한 이자의 계산은 보험계약대출이율을 연단위 복리로 계산합니다. ",80
direct_woman3.0_03,1-2. 상해사망 특별약관,empty,제4조(준용규정),empty,이 특별약관에서 정하지 않은 사항은 “1-1. 상해보장 공통조항”을 따르며 “1-1. 상해보장 공통조항”에서 정하지 않은 사항은 보통약관 제1절. 공통조항을 따릅니다.  1-3. Lady여성질환치유패키지(상해흉터복원수술비Ⅱ) 특별약관,80
direct_woman3.0_03,1-3. Lady여성질환치유패키지(상해흉터복원수술비Ⅱ) 특별약관,empty,제1조(“수술”의 정의 및 장소),empty,"이 특별약관에서 “수술”이라 함은 병원 또는 의원의 의사, 치과의사 면허를 가진 자(이하 “의사”라 합 니다)에 의하여 치료가 필요하다고 인정된 경우로서 의사의 관리 하에 직접적인 치료를 목적으로 의료 기구를 사용하여 생체(生體)에 절단(切斷, 특정부위를 잘라내는 것), 절제(切除, 특정부위를 잘라 없애 는 것) 등의 조작(操作)을 가하는 것을 말합니다. 제1항의 수술에는 보건복지부 산하 신의료기술평가위원회(향후 제도변경시에는 동 위원회와 동일한 기 능을 수행하는 기관)로부터 안전성과 치료효과를 인정받은 최신 수술기법으로 생체에 절단, 절제 등의 조작을 가하는 것도 포함됩니다. [신의료기술평가위원회] 「의료법」 제54조(신의료기술평가위원회의 설치 등)(【부록】 참조)에 의거 설치된 위원회로서 신의료기 술에 관한 최고의 심의기구를 말합니다. 제1항 및 제2항의 수술은 자택 등에서 치료가 곤란하여 「의료법」 제3조(의료기관) 제2항(【부록】 참 조)에서 규정한 국내의 병원, 의원 또는 국외의 의료관련법에서 정한 의료기관에서 행한 것에 한합니 다. 제1항 내지 제3항의 수술에서 아래 사항은 제외합니다. 1. 흡인(吸引, 주사기 등으로 빨아들이는 것) 2. 천자(穿刺, 바늘 또는 관을 꽂아 체액ㆍ조직을 뽑아내거나 약물을 주입하는 것)등의 조치 3. 신경(神經) 차단(NERVE BLOCK) 4. 피임(避妊) 목적의 수술, 피임(避妊) 및 불임술 후 가임 목적의 수술 5. 검사 및 진단을 위한 수술(생검(生檢), 복강경검사(腹腔鏡檢査) 등) 6. 기타 수술의 정의에 해당하지 않는 시술 [기타 수술의 정의에 해당하지 않는 시술(예시)] - 체외충격파쇄석술 - 창상봉합술(단, 변연절제술을 포함한 창상봉합술은 보상) - 절개 또는 배농술 - IPL(Intense Pulsed Light) : 아이피엘 레이저 시술 - 치, 치은, 치근, 치조골의 처치 - 기타 이와 유사한 시술 ※ 본 시술들은 수술의 정의에 해당하지 않는 시술의 예시로, 예시에 기재되어 있지 않다 하더라도 수 술의 정의에 해당하지 않는 경우 보상되지 않습니다. ",81
direct_woman3.0_03,1-3. Lady여성질환치유패키지(상해흉터복원수술비Ⅱ) 특별약관,empty,제2조(보험금의 지급사유),empty,"회사는 피보험자가 이 특별약관의 보험기간 중에 상해의 직접 결과로써 안면부, 상지, 하지에 외형상 의 흉터나 추상장해, 신체의 기형이나 기능장해가 발생하여 그 원상회복을 직접적인 목적으로 사고일 부터 2년 이내에 성형수술을 받은 경우에는 아래에 정한 금액을 상해흉터복원수술비로 보험수익자에 게 지급합니다. <table>   <tr>     <td>구분</td>     <td>안면부</td>     <td>상지·하지</td>   </tr>   <tr>     <td>지급액</td>     <td>수술 1㎝당 20만원</td>     <td>수술 1㎝당 10만원(단, 3㎝ 이상의 경우에 한함)</td>   </tr> </table> 주) 길이측정이 불가한 피부이식수술 등의 경우 수술㎝는 최장직경으로 합니다. 제1항에서 정한 상해흉터복원수술비는 하나의 사고에 대하여 1,000만원을 한도로 지급합니다. 다만, 같은 부위에 대한 성형수술을 2회 이상 받은 경우에는 최초 1회에 한하여 지급합니다. 제1항에서 정한 안면부, 상지, 하지는 다음과 같습니다. 1. 안면부란 이마를 포함하여 목까지의 얼굴부분을 말합니다. 2. 상지란 어깨관절 이하의 팔부분을 말합니다. 3. 하지란 엉덩이관절 이하의 대퇴부, 하퇴부, 족부를 말합니다. 다만, 둔부, 서혜부, 복부 등은 제외합 니다. ",81
direct_woman3.0_03,1-3. Lady여성질환치유패키지(상해흉터복원수술비Ⅱ) 특별약관,empty,제3조(특별약관의 보험기간),empty,이 특별약관의 보험기간은 보통약관의 보험기간에도 불구하고 이 특별약관의 계약체결시점에 계약자가 선 택한 보험기간을 적용합니다. ,82
direct_woman3.0_03,1-3. Lady여성질환치유패키지(상해흉터복원수술비Ⅱ) 특별약관,empty,제4조(준용규정),empty,"이 특별약관에서 정하지 않은 사항은 “1-1. 상해보장 공통조항”을 따르며 “1-1. 상해보장 공통조항”에서 정하지 않은 사항은 보통약관 제1절. 공통조항을 따릅니다. 다만 이 특별약관에서는 보통약관 제1절. 공통 조항에서 정한 제4조(보험금 지급에 관한 세부규정)는 준용하지 않습니다.  한화 다이렉트 시그니처 여성 건강보험3.0 무배당 2. 질병관련 특별약관   2-1. 여성통합암(4대유사암제외)진단비Ⅱ 이 특별약관은 아래와 같이 13개 세부보장으로 구성되어 있습니다. - 여성통합암(4대유사암제외)진단비Ⅱ(입술,구강및인두암) - 여성통합암(4대유사암제외)진단비Ⅱ(대장암) - 여성통합암(4대유사암제외)진단비Ⅱ(특정소화기관암) - 여성통합암(4대유사암제외)진단비Ⅱ(폐암) - 여성통합암(4대유사암제외)진단비Ⅱ(특정호흡기및흉곽내기관암) - 여성통합암(4대유사암제외)진단비Ⅱ(뼈,관절,악성흑색종,중피성및연조직암) - 여성통합암(4대유사암제외)진단비Ⅱ(유방암) - 여성통합암(4대유사암제외)진단비Ⅱ(특정여성생식기관암) - 여성통합암(4대유사암제외)진단비Ⅱ(자궁관련암) - 여성통합암(4대유사암제외)진단비Ⅱ(난소암) - 여성통합암(4대유사암제외)진단비Ⅱ(비뇨기관암(요로암)) - 여성통합암(4대유사암제외)진단비Ⅱ(눈,뇌,중추신경계통및내분비선암) - 여성통합암(4대유사암제외)진단비Ⅱ(림프및조혈관련특정암)",82
